SpCombo,Block,Sp1,Sp1Dens,Sp2,Sp2Dens,tubeID,Tray,Row,Col,MaleSp1,FemaleSp1,MaleSp2,FemaleSp2,FemaleTotal,Treatment
PSAPAN,A,PSA,12,PAN,3,1309,3,5,6,3,NA,0,NA,2,Cold Para
PSAPAN,A,PSA,3,PAN,6,1249,3,6,6,1,NA,1,NA,1,Cold Para
PSAPAN,A,PSA,3,PAN,9,1261,3,7,6,0,NA,0,NA,0,Cold Para
PSAPAN,A,PSA,9,PAN,3,1297,3,8,6,4,NA,1,NA,6,Cold Para
PSAPAN,A,PSA,6,PAN,3,1288,2,2,6,7,NA,0,NA,3,Cold Safe
PSAPAN,A,PSA,3,PAN,6,1252,2,3,6,6,NA,2,NA,5,Cold Safe
PSAPAN,A,PSA,3,PAN,12,1276,2,4,6,4,NA,2,NA,12,Cold Safe
PSAPAN,A,PSA,9,PAN,3,1300,2,5,6,5,NA,4,NA,8,Cold Safe
PSAPAN,A,PSA,12,PAN,3,1312,2,6,6,2,NA,2,NA,5,Cold Safe
PSAPAN,A,PSA,3,PAN,9,1264,2,7,6,1,NA,2,NA,1,Cold Safe
PSAPAN,A,PSA,3,PAN,3,1240,2,8,6,1,NA,0,NA,3,Cold Safe
PSAPAN,A,PSA,3,PAN,6,1255,3,2,5,7,NA,17,NA,22,Hot Para
PSAPAN,A,PSA,3,PAN,12,1279,3,3,5,4,NA,20,NA,30,Hot Para
PSAPAN,A,PSA,9,PAN,3,1303,3,4,5,15,NA,4,NA,12,Hot Para
PSAPAN,A,PSA,6,PAN,3,1291,3,5,5,8,NA,1,NA,6,Hot Para
PSAPAN,A,PSA,3,PAN,3,1243,3,6,5,2,NA,0,NA,0,Hot Para
PSAPAN,A,PSA,3,PAN,9,1267,3,7,5,3,NA,17,NA,21,Hot Para
PSAPAN,A,PSA,12,PAN,3,1315,3,8,5,13,NA,6,NA,11,Hot Para
PSAPAN,A,PSA,12,PAN,3,1318,2,2,4,15,NA,7,NA,18,Hot Safe
PSAPAN,A,PSA,3,PAN,9,1270,2,3,4,12,NA,22,NA,41,Hot Safe
PSAPAN,A,PSA,3,PAN,3,1246,2,4,4,0,NA,9,NA,6,Hot Safe
PSAPAN,A,PSA,3,PAN,12,1282,2,5,4,4,NA,52,NA,48,Hot Safe
PSAPAN,A,PSA,9,PAN,3,1306,2,6,4,23,NA,4,NA,40,Hot Safe
PSAPAN,A,PSA,3,PAN,6,1258,2,7,4,2,NA,33,NA,17,Hot Safe
PSAPAN,A,PSA,6,PAN,3,1294,2,8,4,10,NA,10,NA,24,Hot Safe
PSAPAN,B,PSA,3,PAN,12,1274,2,2,6,1,NA,0,NA,2,Cold Para
PSAPAN,B,PSA,9,PAN,3,1298,2,3,6,12,NA,1,NA,18,Cold Para
PSAPAN,B,PSA,3,PAN,3,1238,2,4,6,0,NA,0,NA,0,Cold Para
PSAPAN,B,PSA,3,PAN,9,1262,2,5,6,3,NA,0,NA,7,Cold Para
PSAPAN,B,PSA,6,PAN,3,1286,2,6,6,5,NA,0,NA,6,Cold Para
PSAPAN,B,PSA,12,PAN,3,1310,2,7,6,17,NA,1,NA,9,Cold Para
PSAPAN,B,PSA,3,PAN,6,1250,2,8,6,1,NA,1,NA,3,Cold Para
PSAPAN,B,PSA,3,PAN,12,1277,3,2,3,1,NA,10,NA,13,Cold Safe
PSAPAN,B,PSA,12,PAN,3,1313,3,3,3,7,NA,2,NA,5,Cold Safe
PSAPAN,B,PSA,6,PAN,3,1289,3,4,3,9,NA,1,NA,13,Cold Safe
PSAPAN,B,PSA,3,PAN,6,1253,3,5,3,0,NA,3,NA,9,Cold Safe
PSAPAN,B,PSA,3,PAN,3,1241,3,6,3,0,NA,1,NA,2,Cold Safe
PSAPAN,B,PSA,9,PAN,3,1301,3,7,3,1,NA,0,NA,5,Cold Safe
PSAPAN,B,PSA,3,PAN,9,1265,3,8,3,2,NA,16,NA,15,Cold Safe
PSAPAN,B,PSA,3,PAN,6,1256,3,2,3,3,NA,16,NA,18,Hot Para
PSAPAN,B,PSA,9,PAN,3,1304,3,3,3,24,NA,0,NA,26,Hot Para
PSAPAN,B,PSA,3,PAN,9,1268,3,4,3,12,NA,24,NA,38,Hot Para
PSAPAN,B,PSA,3,PAN,12,1280,3,5,3,2,NA,29,NA,29,Hot Para
PSAPAN,B,PSA,6,PAN,3,1292,3,6,3,16,NA,6,NA,23,Hot Para
PSAPAN,B,PSA,12,PAN,3,1316,3,7,3,26,NA,2,NA,25,Hot Para
PSAPAN,B,PSA,3,PAN,3,1244,3,8,3,10,NA,2,NA,5,Hot Para
PSAPAN,B,PSA,9,PAN,3,1307,2,2,8,18,NA,15,NA,32,Hot Safe
PSAPAN,B,PSA,12,PAN,3,1319,2,3,8,41,NA,5,NA,46,Hot Safe
PSAPAN,B,PSA,3,PAN,6,1259,2,4,8,18,NA,12,NA,35,Hot Safe
PSAPAN,B,PSA,6,PAN,3,1295,2,5,8,16,NA,7,NA,43,Hot Safe
PSAPAN,B,PSA,3,PAN,12,1283,2,6,8,19,NA,49,NA,48,Hot Safe
PSAPAN,B,PSA,3,PAN,9,1271,2,7,8,10,NA,34,NA,53,Hot Safe
PSAPAN,B,PSA,3,PAN,3,1247,2,8,8,18,NA,14,NA,32,Hot Safe
PSAPAN,C,PSA,9,PAN,3,1299,3,2,3,0,NA,4,NA,8,Cold Para
PSAPAN,C,PSA,3,PAN,6,1251,3,3,3,0,NA,5,NA,1,Cold Para
PSAPAN,C,PSA,3,PAN,3,1239,3,4,3,0,NA,0,NA,0,Cold Para
PSAPAN,C,PSA,12,PAN,3,1311,3,5,3,12,NA,5,NA,12,Cold Para
PSAPAN,C,PSA,3,PAN,12,1275,3,6,3,1,NA,6,NA,7,Cold Para
PSAPAN,C,PSA,3,PAN,9,1263,3,7,3,0,NA,0,NA,0,Cold Para
PSAPAN,C,PSA,6,PAN,3,1287,3,8,3,4,NA,2,NA,8,Cold Para
PSAPAN,C,PSA,12,PAN,3,1314,2,2,3,4,NA,1,NA,2,Cold Safe
PSAPAN,C,PSA,9,PAN,3,1302,2,3,3,5,NA,1,NA,2,Cold Safe
PSAPAN,C,PSA,3,PAN,12,1278,2,4,3,0,NA,4,NA,3,Cold Safe
PSAPAN,C,PSA,3,PAN,3,1242,2,5,3,1,NA,1,NA,1,Cold Safe
PSAPAN,C,PSA,6,PAN,3,1290,2,6,3,4,NA,1,NA,4,Cold Safe
PSAPAN,C,PSA,3,PAN,6,1254,2,7,3,0,NA,0,NA,0,Cold Safe
PSAPAN,C,PSA,3,PAN,9,1266,2,8,3,1,NA,1,NA,3,Cold Safe
PSAPAN,C,PSA,12,PAN,3,1317,3,2,4,14,NA,0,NA,18,Hot Para
PSAPAN,C,PSA,3,PAN,12,1281,3,3,4,0,NA,17,NA,26,Hot Para
PSAPAN,C,PSA,6,PAN,3,1293,3,4,4,17,NA,8,NA,17,Hot Para
PSAPAN,C,PSA,3,PAN,9,1269,3,5,4,1,NA,54,NA,67,Hot Para
PSAPAN,C,PSA,3,PAN,3,1245,3,6,4,4,NA,4,NA,2,Hot Para
PSAPAN,C,PSA,3,PAN,6,1257,3,7,4,8,NA,30,NA,44,Hot Para
PSAPAN,C,PSA,9,PAN,3,1305,3,8,4,7,NA,13,NA,30,Hot Para
PSAPAN,C,PSA,3,PAN,9,1272,2,2,6,4,NA,37,NA,32,Hot Para
PSAPAN,C,PSA,12,PAN,3,1320,2,3,6,18,NA,20,NA,31,Hot Para
PSAPAN,C,PSA,3,PAN,6,1260,2,4,6,1,NA,19,NA,18,Hot Para
PSAPAN,C,PSA,9,PAN,3,1308,2,5,6,19,NA,13,NA,35,Hot Para
PSAPAN,C,PSA,6,PAN,3,1296,2,6,6,48,NA,9,NA,59,Hot Para
PSAPAN,C,PSA,3,PAN,12,1284,2,7,6,5,NA,18,NA,31,Hot Para
PSAPAN,C,PSA,3,PAN,3,1248,2,8,6,14,NA,4,NA,15,Hot Para
SIMPAN,A,SIM,3,PAN,6,1453,2,2,3,2,8,0,1,9,Cold Para
SIMPAN,A,SIM,9,PAN,3,1501,2,3,3,8,5,0,0,5,Cold Para
SIMPAN,A,SIM,12,PAN,3,1513,2,4,3,13,10,3,2,12,Cold Para
SIMPAN,A,SIM,6,PAN,3,1489,2,5,3,6,6,0,4,10,Cold Para
SIMPAN,A,SIM,3,PAN,3,1441,2,6,3,10,7,3,0,7,Cold Para
SIMPAN,A,SIM,3,PAN,9,1465,2,7,3,3,0,0,0,0,Cold Para
SIMPAN,A,SIM,3,PAN,12,1477,2,8,3,4,4,0,1,5,Cold Para
SIMPAN,A,SIM,3,PAN,9,1468,3,2,5,5,8,10,14,22,Cold Safe
SIMPAN,A,SIM,6,PAN,3,1492,3,3,5,8,10,3,2,12,Cold Safe
SIMPAN,A,SIM,3,PAN,12,1480,3,4,5,7,7,4,6,13,Cold Safe
SIMPAN,A,SIM,3,PAN,6,1456,3,5,5,4,5,0,1,6,Cold Safe
SIMPAN,A,SIM,12,PAN,3,1516,3,6,5,26,23,1,1,24,Cold Safe
SIMPAN,A,SIM,9,PAN,3,1504,3,7,5,21,13,4,4,17,Cold Safe
SIMPAN,A,SIM,3,PAN,3,1444,3,8,5,8,5,1,0,5,Cold Safe
SIMPAN,A,SIM,6,PAN,3,1495,2,2,2,18,37,10,14,51,Hot Para
SIMPAN,A,SIM,3,PAN,12,1483,2,3,2,12,14,25,13,27,Hot Para
SIMPAN,A,SIM,9,PAN,3,1507,2,4,2,16,19,4,6,25,Hot Para
SIMPAN,A,SIM,3,PAN,6,1459,2,5,2,11,18,26,14,32,Hot Para
SIMPAN,A,SIM,12,PAN,3,1519,2,6,2,20,27,11,10,37,Hot Para
SIMPAN,A,SIM,3,PAN,9,1471,2,7,2,8,17,26,24,41,Hot Para
SIMPAN,A,SIM,3,PAN,3,1447,2,8,2,10,7,7,11,18,Hot Para
SIMPAN,A,SIM,3,PAN,9,1474,3,2,1,12,11,41,39,50,Hot Safe
SIMPAN,A,SIM,9,PAN,3,1510,3,3,1,37,28,10,19,47,Hot Safe
SIMPAN,A,SIM,3,PAN,6,1462,3,4,1,13,18,20,23,41,Hot Safe
SIMPAN,A,SIM,3,PAN,12,1486,3,5,1,28,17,34,41,58,Hot Safe
SIMPAN,A,SIM,12,PAN,3,1522,3,6,1,42,24,6,7,31,Hot Safe
SIMPAN,A,SIM,6,PAN,3,1498,3,7,1,22,15,17,12,27,Hot Safe
SIMPAN,A,SIM,3,PAN,3,1450,3,8,1,14,15,13,28,43,Hot Safe
SIMPAN,B,SIM,9,PAN,3,1502,3,2,5,50,34,8,6,40,Cold Para
SIMPAN,B,SIM,3,PAN,6,1454,3,3,5,16,21,18,10,31,Cold Para
SIMPAN,B,SIM,6,PAN,3,1490,3,4,5,25,27,4,2,29,Cold Para
SIMPAN,B,SIM,3,PAN,9,1466,3,5,5,15,13,12,13,26,Cold Para
SIMPAN,B,SIM,3,PAN,3,1442,3,6,5,11,18,10,8,26,Cold Para
SIMPAN,B,SIM,3,PAN,12,1478,3,7,5,15,14,17,14,28,Cold Para
SIMPAN,B,SIM,12,PAN,3,1514,3,8,5,43,46,1,1,47,Cold Para
SIMPAN,B,SIM,3,PAN,6,1457,3,2,6,5,6,1,1,7,Cold Safe
SIMPAN,B,SIM,9,PAN,3,1505,3,3,6,19,17,0,0,17,Cold Safe
SIMPAN,B,SIM,12,PAN,3,1517,3,4,6,46,39,1,0,39,Cold Safe
SIMPAN,B,SIM,3,PAN,12,1481,3,5,6,8,5,1,0,5,Cold Safe
SIMPAN,B,SIM,3,PAN,9,1469,3,6,6,12,9,0,0,9,Cold Safe
SIMPAN,B,SIM,3,PAN,3,1445,3,7,6,8,8,0,0,8,Cold Safe
SIMPAN,B,SIM,6,PAN,3,1493,3,8,6,22,23,0,0,23,Cold Safe
SIMPAN,B,SIM,3,PAN,9,1472,3,2,2,17,17,17,11,28,Hot Para
SIMPAN,B,SIM,9,PAN,3,1508,3,3,2,49,29,9,12,41,Hot Para
SIMPAN,B,SIM,3,PAN,3,1448,3,4,2,15,12,7,11,23,Hot Para
SIMPAN,B,SIM,12,PAN,3,1520,3,5,2,37,23,6,6,29,Hot Para
SIMPAN,B,SIM,6,PAN,3,1496,3,6,2,18,15,16,11,26,Hot Para
SIMPAN,B,SIM,3,PAN,6,1460,3,7,2,7,7,6,4,11,Hot Para
SIMPAN,B,SIM,3,PAN,12,1484,3,8,2,12,10,15,29,39,Hot Para
SIMPAN,B,SIM,3,PAN,3,1451,2,2,3,19,22,14,13,35,Hot Safe
SIMPAN,B,SIM,3,PAN,6,1463,2,3,3,18,21,23,14,35,Hot Safe
SIMPAN,B,SIM,3,PAN,9,1475,2,4,3,23,14,33,28,42,Hot Safe
SIMPAN,B,SIM,9,PAN,3,1511,2,5,3,68,55,13,18,73,Hot Safe
SIMPAN,B,SIM,6,PAN,3,1499,2,6,3,41,47,3,4,51,Hot Safe
SIMPAN,B,SIM,3,PAN,12,1487,2,7,3,11,25,18,23,48,Hot Safe
SIMPAN,B,SIM,12,PAN,3,1523,2,8,3,74,48,18,27,75,Hot Safe
SIMPAN,C,SIM,3,PAN,12,1479,2,2,8,9,8,5,5,13,Cold Para
SIMPAN,C,SIM,12,PAN,3,1515,2,3,8,29,40,0,2,42,Cold Para
SIMPAN,C,SIM,6,PAN,3,1491,2,4,8,26,27,0,0,27,Cold Para
SIMPAN,C,SIM,9,PAN,3,1503,2,5,8,23,18,1,0,18,Cold Para
SIMPAN,C,SIM,3,PAN,6,1455,2,6,8,10,11,5,6,17,Cold Para
SIMPAN,C,SIM,3,PAN,3,1443,2,7,8,9,11,0,2,13,Cold Para
SIMPAN,C,SIM,3,PAN,9,1467,2,8,8,8,3,0,2,5,Cold Para
SIMPAN,C,SIM,12,PAN,3,1518,2,2,2,83,85,1,5,90,Cold Safe
SIMPAN,C,SIM,3,PAN,12,1482,2,3,2,24,33,2,2,35,Cold Safe
SIMPAN,C,SIM,3,PAN,3,1446,2,4,2,17,22,1,1,23,Cold Safe
SIMPAN,C,SIM,3,PAN,6,1458,2,5,2,15,25,1,6,31,Cold Safe
SIMPAN,C,SIM,3,PAN,9,1470,2,6,2,18,32,1,1,33,Cold Safe
SIMPAN,C,SIM,6,PAN,3,1494,2,7,2,54,61,0,1,62,Cold Safe
SIMPAN,C,SIM,9,PAN,3,1506,2,8,2,49,67,1,0,67,Cold Safe
SIMPAN,C,SIM,9,PAN,3,1509,2,2,4,44,47,7,13,60,Hot Para
SIMPAN,C,SIM,3,PAN,9,1473,2,3,4,12,21,26,18,39,Hot Para
SIMPAN,C,SIM,12,PAN,3,1521,2,4,4,51,56,6,5,61,Hot Para
SIMPAN,C,SIM,3,PAN,6,1461,2,5,4,12,21,34,20,41,Hot Para
SIMPAN,C,SIM,3,PAN,12,1485,2,6,4,12,30,15,22,52,Hot Para
SIMPAN,C,SIM,3,PAN,3,1449,2,7,4,17,20,2,4,24,Hot Para
SIMPAN,C,SIM,6,PAN,3,1497,2,8,4,26,27,3,1,28,Hot Para
SIMPAN,C,SIM,12,PAN,3,1524,3,2,1,55,54,8,19,73,Hot Para
SIMPAN,C,SIM,9,PAN,3,1512,3,3,1,56,78,12,14,92,Hot Para
SIMPAN,C,SIM,6,PAN,3,1500,3,4,1,15,13,1,1,14,Hot Para
SIMPAN,C,SIM,3,PAN,3,1452,3,5,1,27,18,3,5,23,Hot Para
SIMPAN,C,SIM,3,PAN,12,1488,3,6,1,18,21,11,19,40,Hot Para
SIMPAN,C,SIM,3,PAN,6,1464,3,7,1,26,24,15,9,33,Hot Para
SIMPAN,C,SIM,3,PAN,9,1476,3,8,1,31,23,25,25,48,Hot Para
SIMPSA,A,SIM,3,PSA,6,1537,2,2,2,2,4,1,2,6,Cold Para
SIMPSA,A,SIM,3,PSA,9,1549,2,3,2,1,2,4,1,3,Cold Para
SIMPSA,A,SIM,12,PSA,3,1597,2,4,2,11,13,0,0,13,Cold Para
SIMPSA,A,SIM,6,PSA,3,1573,2,5,2,2,3,1,1,4,Cold Para
SIMPSA,A,SIM,3,PSA,12,1561,2,6,2,1,2,2,2,4,Cold Para
SIMPSA,A,SIM,3,PSA,3,1525,2,7,2,1,2,0,1,3,Cold Para
SIMPSA,A,SIM,9,PSA,3,1585,2,8,2,6,14,2,5,19,Cold Para
SIMPSA,A,SIM,12,PSA,3,1600,2,2,7,18,24,1,2,26,Cold Safe
SIMPSA,A,SIM,3,PSA,3,1528,2,3,7,6,4,2,0,4,Cold Safe
SIMPSA,A,SIM,6,PSA,3,1576,2,4,7,17,18,0,1,19,Cold Safe
SIMPSA,A,SIM,3,PSA,12,1564,2,5,7,12,11,0,1,12,Cold Safe
SIMPSA,A,SIM,9,PSA,3,1588,2,6,7,21,26,0,0,26,Cold Safe
SIMPSA,A,SIM,3,PSA,9,1552,2,7,7,4,7,5,3,10,Cold Safe
SIMPSA,A,SIM,3,PSA,6,1540,2,8,7,8,5,1,1,6,Cold Safe
SIMPSA,A,SIM,9,PSA,3,1591,3,2,7,25,14,2,6,20,Hot Para
SIMPSA,A,SIM,6,PSA,3,1579,3,3,7,16,8,1,1,9,Hot Para
SIMPSA,A,SIM,3,PSA,6,1543,3,4,7,6,9,18,11,20,Hot Para
SIMPSA,A,SIM,3,PSA,12,1567,3,5,7,7,8,13,19,27,Hot Para
SIMPSA,A,SIM,3,PSA,3,1531,3,6,7,21,26,7,10,36,Hot Para
SIMPSA,A,SIM,12,PSA,3,1603,3,7,7,13,19,7,5,24,Hot Para
SIMPSA,A,SIM,3,PSA,9,1555,3,8,7,9,8,13,12,20,Hot Para
SIMPSA,A,SIM,3,PSA,12,1570,3,2,7,11,23,16,13,36,Hot Safe
SIMPSA,A,SIM,3,PSA,6,1546,3,3,7,23,13,11,12,25,Hot Safe
SIMPSA,A,SIM,3,PSA,9,1558,3,4,7,11,13,15,24,37,Hot Safe
SIMPSA,A,SIM,9,PSA,3,1594,3,5,7,33,44,6,4,48,Hot Safe
SIMPSA,A,SIM,12,PSA,3,1606,3,6,7,39,35,1,2,37,Hot Safe
SIMPSA,A,SIM,6,PSA,3,1582,3,7,7,23,15,24,18,33,Hot Safe
SIMPSA,A,SIM,3,PSA,3,1534,3,8,7,17,18,5,7,25,Hot Safe
SIMPSA,B,SIM,12,PSA,3,1598,3,2,2,36,34,4,3,37,Cold Para
SIMPSA,B,SIM,9,PSA,3,1586,3,3,2,40,30,1,1,31,Cold Para
SIMPSA,B,SIM,3,PSA,9,1550,3,4,2,8,11,24,22,33,Cold Para
SIMPSA,B,SIM,3,PSA,3,1526,3,5,2,7,8,2,3,11,Cold Para
SIMPSA,B,SIM,3,PSA,12,1562,3,6,2,13,23,21,15,38,Cold Para
SIMPSA,B,SIM,6,PSA,3,1574,3,7,2,27,31,13,8,39,Cold Para
SIMPSA,B,SIM,3,PSA,6,1538,3,8,2,11,4,1,0,4,Cold Para
SIMPSA,B,SIM,3,PSA,6,1541,3,2,5,2,3,13,9,12,Cold Safe
SIMPSA,B,SIM,3,PSA,9,1553,3,3,5,11,10,9,9,19,Cold Safe
SIMPSA,B,SIM,6,PSA,3,1577,3,4,5,20,24,1,0,24,Cold Safe
SIMPSA,B,SIM,3,PSA,12,1565,3,5,5,6,9,9,23,32,Cold Safe
SIMPSA,B,SIM,9,PSA,3,1589,3,6,5,28,20,1,1,21,Cold Safe
SIMPSA,B,SIM,12,PSA,3,1601,3,7,5,29,33,2,3,36,Cold Safe
SIMPSA,B,SIM,3,PSA,3,1529,3,8,5,11,11,1,2,13,Cold Safe
SIMPSA,B,SIM,9,PSA,3,1592,3,2,1,45,45,4,2,47,Hot Para
SIMPSA,B,SIM,3,PSA,6,1544,3,3,1,37,21,26,26,47,Hot Para
SIMPSA,B,SIM,6,PSA,3,1580,3,4,1,36,40,14,6,46,Hot Para
SIMPSA,B,SIM,12,PSA,3,1604,3,5,1,41,45,6,11,56,Hot Para
SIMPSA,B,SIM,3,PSA,9,1556,3,6,1,4,9,8,8,17,Hot Para
SIMPSA,B,SIM,3,PSA,3,1532,3,7,1,17,17,10,9,26,Hot Para
SIMPSA,B,SIM,3,PSA,12,1568,3,8,1,13,11,31,34,45,Hot Para
SIMPSA,B,SIM,3,PSA,12,1571,2,2,6,10,15,44,46,61,Hot Safe
SIMPSA,B,SIM,6,PSA,3,1583,2,3,6,23,17,5,4,21,Hot Safe
SIMPSA,B,SIM,12,PSA,3,1607,2,4,6,60,40,0,2,42,Hot Safe
SIMPSA,B,SIM,3,PSA,6,1547,2,5,6,21,17,23,22,39,Hot Safe
SIMPSA,B,SIM,3,PSA,9,1559,2,6,6,18,11,18,24,35,Hot Safe
SIMPSA,B,SIM,3,PSA,3,1535,2,7,6,20,26,19,12,38,Hot Safe
SIMPSA,B,SIM,9,PSA,3,1595,2,8,6,43,55,15,11,66,Hot Safe
SIMPSA,C,SIM,3,PSA,6,1539,3,2,1,13,16,4,4,20,Cold Para
SIMPSA,C,SIM,9,PSA,3,1587,3,3,1,21,27,1,2,29,Cold Para
SIMPSA,C,SIM,3,PSA,12,1563,3,4,1,9,12,2,2,14,Cold Para
SIMPSA,C,SIM,6,PSA,3,1575,3,5,1,39,29,0,0,29,Cold Para
SIMPSA,C,SIM,12,PSA,3,1599,3,6,1,41,51,1,0,51,Cold Para
SIMPSA,C,SIM,3,PSA,9,1551,3,7,1,9,11,2,0,11,Cold Para
SIMPSA,C,SIM,3,PSA,3,1527,3,8,1,18,19,0,0,19,Cold Para
SIMPSA,C,SIM,9,PSA,3,1590,2,2,8,42,40,0,1,41,Cold Safe
SIMPSA,C,SIM,6,PSA,3,1578,2,3,8,38,45,4,0,45,Cold Safe
SIMPSA,C,SIM,3,PSA,9,1554,2,4,8,13,13,3,5,18,Cold Safe
SIMPSA,C,SIM,12,PSA,3,1602,2,5,8,40,26,0,0,26,Cold Safe
SIMPSA,C,SIM,3,PSA,12,1566,2,6,8,17,14,1,4,18,Cold Safe
SIMPSA,C,SIM,3,PSA,3,1530,2,7,8,9,10,1,1,11,Cold Safe
SIMPSA,C,SIM,3,PSA,6,1542,2,8,8,10,13,6,9,22,Cold Safe
SIMPSA,C,SIM,3,PSA,12,1569,3,2,8,9,16,20,9,25,Hot Safe
SIMPSA,C,SIM,3,PSA,6,1545,3,3,8,13,15,8,10,25,Hot Safe
SIMPSA,C,SIM,9,PSA,3,1593,3,4,8,27,33,1,1,34,Hot Safe
SIMPSA,C,SIM,6,PSA,3,1581,3,5,8,30,25,5,7,32,Hot Safe
SIMPSA,C,SIM,3,PSA,9,1557,3,6,8,11,11,0,9,20,Hot Safe
SIMPSA,C,SIM,12,PSA,3,1605,3,7,8,42,45,5,4,49,Hot Safe
SIMPSA,C,SIM,3,PSA,3,1533,3,8,8,12,15,0,1,16,Hot Safe
SIMPSA,C,SIM,3,PSA,9,1560,2,2,2,37,17,8,4,21,Hot Para
SIMPSA,C,SIM,3,PSA,3,1536,2,3,2,22,30,4,3,33,Hot Para
SIMPSA,C,SIM,6,PSA,3,1584,2,4,2,32,46,0,1,47,Hot Para
SIMPSA,C,SIM,12,PSA,3,1608,2,5,2,76,76,6,13,89,Hot Para
SIMPSA,C,SIM,9,PSA,3,1596,2,6,2,61,67,3,10,77,Hot Para
SIMPSA,C,SIM,3,PSA,6,1548,2,7,2,6,12,2,1,13,Hot Para
