SpCombo,Block,Sp1,Sp1Dens,Sp2,Sp2Dens,tubeID,Tray,Row,Col,MaleSp1,FemaleSp1,MaleSp2,FemaleSp2,FemaleTotal,Treatment
SIMPSA,C,SIM,3,PSA,12,1572,2,8,2,16,12,15,9,21,Hot Para
SIMSUL,A,SIM,9,SUL,3,1669,3,2,5,13,15,1,1,16,Cold Para
SIMSUL,A,SIM,3,SUL,9,1633,3,3,5,6,2,2,2,4,Cold Para
SIMSUL,A,SIM,3,SUL,6,1621,3,4,5,1,0,0,0,0,Cold Para
SIMSUL,A,SIM,3,SUL,3,1609,3,5,5,7,6,4,3,9,Cold Para
SIMSUL,A,SIM,3,SUL,12,1645,3,6,5,7,7,6,4,11,Cold Para
SIMSUL,A,SIM,6,SUL,3,1657,3,7,5,12,17,1,2,19,Cold Para
SIMSUL,A,SIM,12,SUL,3,1681,3,8,5,25,13,0,0,13,Cold Para
SIMSUL,A,SIM,12,SUL,3,1684,2,2,5,16,31,0,1,32,Cold Safe
SIMSUL,A,SIM,6,SUL,3,1660,2,3,5,11,9,0,0,9,Cold Safe
SIMSUL,A,SIM,3,SUL,9,1636,2,4,5,8,6,2,2,8,Cold Safe
SIMSUL,A,SIM,3,SUL,12,1648,2,5,5,4,6,1,3,9,Cold Safe
SIMSUL,A,SIM,3,SUL,3,1612,2,6,5,2,5,2,0,5,Cold Safe
SIMSUL,A,SIM,9,SUL,3,1672,2,7,5,21,26,1,0,26,Cold Safe
SIMSUL,A,SIM,3,SUL,6,1624,2,8,5,16,12,2,0,12,Cold Safe
SIMSUL,A,SIM,12,SUL,3,1687,3,2,2,8,14,0,0,14,Hot Para
SIMSUL,A,SIM,3,SUL,3,1615,3,3,2,8,19,4,4,23,Hot Para
SIMSUL,A,SIM,9,SUL,3,1675,3,4,2,25,27,3,11,38,Hot Para
SIMSUL,A,SIM,3,SUL,6,1627,3,5,2,6,11,9,9,20,Hot Para
SIMSUL,A,SIM,3,SUL,12,1651,3,6,2,9,13,4,6,19,Hot Para
SIMSUL,A,SIM,3,SUL,9,1639,3,7,2,16,16,6,2,18,Hot Para
SIMSUL,A,SIM,6,SUL,3,1663,3,8,2,12,17,0,5,22,Hot Para
SIMSUL,A,SIM,6,SUL,3,1666,3,2,6,39,30,4,0,30,Hot Safe
SIMSUL,A,SIM,9,SUL,3,1678,3,3,6,49,41,1,1,42,Hot Safe
SIMSUL,A,SIM,12,SUL,3,1690,3,4,6,36,37,15,18,55,Hot Safe
SIMSUL,A,SIM,3,SUL,6,1630,3,5,6,16,17,15,19,36,Hot Safe
SIMSUL,A,SIM,3,SUL,3,1618,3,6,6,20,20,10,5,25,Hot Safe
SIMSUL,A,SIM,3,SUL,12,1654,3,7,6,13,16,26,25,41,Hot Safe
SIMSUL,A,SIM,3,SUL,9,1642,3,8,6,12,14,33,41,55,Hot Safe
SIMSUL,B,SIM,3,SUL,12,1646,3,2,3,9,13,7,8,21,Cold Para
SIMSUL,B,SIM,3,SUL,3,1610,3,3,3,8,11,4,4,15,Cold Para
SIMSUL,B,SIM,3,SUL,6,1622,3,4,3,14,5,6,5,10,Cold Para
SIMSUL,B,SIM,9,SUL,3,1670,3,5,3,43,38,7,8,46,Cold Para
SIMSUL,B,SIM,12,SUL,3,1682,3,6,3,50,41,13,17,58,Cold Para
SIMSUL,B,SIM,6,SUL,3,1658,3,7,3,11,14,0,1,15,Cold Para
SIMSUL,B,SIM,3,SUL,9,1634,3,8,3,22,17,15,14,31,Cold Para
SIMSUL,B,SIM,3,SUL,6,1625,2,2,3,29,26,12,8,34,Cold Safe
SIMSUL,B,SIM,3,SUL,9,1637,2,3,3,13,15,8,16,31,Cold Safe
SIMSUL,B,SIM,3,SUL,3,1613,2,4,3,21,37,3,1,38,Cold Safe
SIMSUL,B,SIM,12,SUL,3,1685,2,5,3,72,95,10,10,105,Cold Safe
SIMSUL,B,SIM,6,SUL,3,1661,2,6,3,45,42,5,6,48,Cold Safe
SIMSUL,B,SIM,9,SUL,3,1673,2,7,3,49,57,10,11,68,Cold Safe
SIMSUL,B,SIM,3,SUL,12,1649,2,8,3,22,35,20,17,52,Cold Safe
SIMSUL,B,SIM,3,SUL,6,1628,2,2,7,16,16,3,7,23,Hot Para
SIMSUL,B,SIM,3,SUL,3,1616,2,3,7,30,21,10,14,35,Hot Para
SIMSUL,B,SIM,3,SUL,9,1640,2,4,7,8,10,23,42,52,Hot Para
SIMSUL,B,SIM,3,SUL,12,1652,2,5,7,7,4,15,20,24,Hot Para
SIMSUL,B,SIM,12,SUL,3,1688,2,6,7,34,37,13,30,67,Hot Para
SIMSUL,B,SIM,9,SUL,3,1676,2,7,7,29,25,14,9,34,Hot Para
SIMSUL,B,SIM,6,SUL,3,1664,2,8,7,15,15,17,16,31,Hot Para
SIMSUL,B,SIM,3,SUL,9,1643,2,2,7,12,13,23,21,34,Hot Safe
SIMSUL,B,SIM,9,SUL,3,1679,2,3,7,32,35,12,16,51,Hot Safe
SIMSUL,B,SIM,3,SUL,3,1619,2,4,7,19,13,2,3,16,Hot Safe
SIMSUL,B,SIM,3,SUL,6,1631,2,5,7,21,23,28,21,44,Hot Safe
SIMSUL,B,SIM,6,SUL,3,1667,2,6,7,22,21,28,15,36,Hot Safe
SIMSUL,B,SIM,12,SUL,3,1691,2,7,7,55,46,5,3,49,Hot Safe
SIMSUL,B,SIM,3,SUL,12,1655,2,8,7,10,12,44,42,54,Hot Safe
SIMSUL,C,SIM,12,SUL,3,1683,2,2,6,15,21,0,0,21,Cold Para
SIMSUL,C,SIM,9,SUL,3,1671,2,3,6,9,16,1,1,17,Cold Para
SIMSUL,C,SIM,3,SUL,6,1623,2,4,6,5,6,2,3,9,Cold Para
SIMSUL,C,SIM,6,SUL,3,1659,2,5,6,5,3,0,0,3,Cold Para
SIMSUL,C,SIM,3,SUL,12,1647,2,6,6,6,2,2,2,4,Cold Para
SIMSUL,C,SIM,3,SUL,9,1635,2,7,6,3,4,1,0,4,Cold Para
SIMSUL,C,SIM,3,SUL,3,1611,2,8,6,16,8,1,0,8,Cold Para
SIMSUL,C,SIM,3,SUL,3,1614,2,2,5,5,15,0,2,17,Cold Safe
SIMSUL,C,SIM,3,SUL,9,1638,2,3,5,8,7,7,6,13,Cold Safe
SIMSUL,C,SIM,6,SUL,3,1662,2,4,5,22,25,3,0,25,Cold Safe
SIMSUL,C,SIM,3,SUL,12,1650,2,5,5,13,11,13,14,25,Cold Safe
SIMSUL,C,SIM,9,SUL,3,1674,2,6,5,48,42,1,1,43,Cold Safe
SIMSUL,C,SIM,3,SUL,6,1626,2,7,5,11,8,1,4,12,Cold Safe
SIMSUL,C,SIM,12,SUL,3,1686,2,8,5,62,70,0,1,71,Cold Safe
SIMSUL,C,SIM,3,SUL,12,1653,3,2,6,9,7,23,35,42,Hot Safe
SIMSUL,C,SIM,9,SUL,3,1677,3,3,6,24,41,33,28,69,Hot Safe
SIMSUL,C,SIM,3,SUL,6,1629,3,4,6,14,14,31,25,39,Hot Safe
SIMSUL,C,SIM,6,SUL,3,1665,3,5,6,37,30,20,35,65,Hot Safe
SIMSUL,C,SIM,3,SUL,9,1641,3,6,6,5,9,29,44,53,Hot Safe
SIMSUL,C,SIM,12,SUL,3,1689,3,7,6,28,45,21,11,56,Hot Safe
SIMSUL,C,SIM,3,SUL,3,1617,3,8,6,18,16,16,24,40,Hot Safe
SIMSUL,C,SIM,3,SUL,6,1632,3,2,3,22,25,8,12,37,Hot Para
SIMSUL,C,SIM,12,SUL,3,1692,3,3,3,46,65,20,16,81,Hot Para
SIMSUL,C,SIM,6,SUL,3,1668,3,4,3,31,31,5,4,35,Hot Para
SIMSUL,C,SIM,3,SUL,12,1656,3,5,3,7,9,30,52,61,Hot Para
SIMSUL,C,SIM,9,SUL,3,1680,3,6,3,35,59,10,17,76,Hot Para
SIMSUL,C,SIM,3,SUL,9,1644,3,7,3,21,26,30,34,60,Hot Para
SIMSUL,C,SIM,3,SUL,3,1620,3,8,3,36,26,22,20,46,Hot Para
SULPAN,A,SUL,12,PAN,3,1885,3,2,4,3,1,0,4,5,Cold Para
SULPAN,A,SUL,9,PAN,3,1873,3,3,4,0,1,0,0,1,Cold Para
SULPAN,A,SUL,6,PAN,3,1861,3,4,4,3,3,2,0,3,Cold Para
SULPAN,A,SUL,3,PAN,3,1813,3,5,4,4,4,0,4,8,Cold Para
SULPAN,A,SUL,3,PAN,9,1837,3,6,4,0,2,0,0,2,Cold Para
SULPAN,A,SUL,3,PAN,12,1849,3,7,4,0,0,2,1,1,Cold Para
SULPAN,A,SUL,3,PAN,6,1825,3,8,4,0,8,2,0,8,Cold Para
SULPAN,A,SUL,3,PAN,6,1828,3,2,2,0,0,2,1,1,Cold Safe
SULPAN,A,SUL,12,PAN,3,1888,3,3,2,10,7,2,1,8,Cold Safe
SULPAN,A,SUL,3,PAN,9,1840,3,4,2,6,6,6,2,8,Cold Safe
SULPAN,A,SUL,3,PAN,3,1816,3,5,2,2,1,0,0,1,Cold Safe
SULPAN,A,SUL,3,PAN,12,1852,3,6,2,2,1,6,5,6,Cold Safe
SULPAN,A,SUL,9,PAN,3,1876,3,7,2,5,10,0,1,11,Cold Safe
SULPAN,A,SUL,6,PAN,3,1864,3,8,2,3,2,1,0,2,Cold Safe
SULPAN,A,SUL,3,PAN,3,1819,2,2,7,4,2,6,4,6,Hot Para
SULPAN,A,SUL,3,PAN,6,1831,2,3,7,1,4,8,11,15,Hot Para
SULPAN,A,SUL,3,PAN,12,1855,2,4,7,4,7,15,17,24,Hot Para
SULPAN,A,SUL,3,PAN,9,1843,2,5,7,2,5,8,10,15,Hot Para
SULPAN,A,SUL,12,PAN,3,1891,2,6,7,6,23,1,5,28,Hot Para
SULPAN,A,SUL,6,PAN,3,1867,2,7,7,7,8,12,7,15,Hot Para
SULPAN,A,SUL,9,PAN,3,1879,2,8,7,4,3,6,8,11,Hot Para
SULPAN,A,SUL,3,PAN,6,1834,2,2,2,1,1,14,15,16,Hot Safe
SULPAN,A,SUL,12,PAN,3,1894,2,3,2,33,33,1,3,36,Hot Safe
SULPAN,A,SUL,3,PAN,9,1846,2,4,2,10,18,15,27,45,Hot Safe
SULPAN,A,SUL,3,PAN,3,1822,2,5,2,9,12,7,8,20,Hot Safe
SULPAN,A,SUL,3,PAN,12,1858,2,6,2,7,8,36,36,44,Hot Safe
SULPAN,A,SUL,9,PAN,3,1882,2,7,2,19,14,14,4,18,Hot Safe
SULPAN,A,SUL,6,PAN,3,1870,2,8,2,18,19,16,21,40,Hot Safe
SULPAN,B,SUL,9,PAN,3,1874,2,2,5,18,25,1,3,28,Cold Para
SULPAN,B,SUL,3,PAN,3,1814,2,3,5,10,12,0,0,12,Cold Para
SULPAN,B,SUL,6,PAN,3,1862,2,4,5,16,20,1,2,22,Cold Para
SULPAN,B,SUL,3,PAN,12,1850,2,5,5,4,5,0,2,7,Cold Para
SULPAN,B,SUL,3,PAN,6,1826,2,6,5,0,1,0,1,2,Cold Para
SULPAN,B,SUL,3,PAN,9,1838,2,7,5,1,1,2,3,4,Cold Para
SULPAN,B,SUL,12,PAN,3,1886,2,8,5,16,6,4,3,9,Cold Para
SULPAN,B,SUL,12,PAN,3,1889,3,2,1,9,8,3,8,16,Cold Safe
SULPAN,B,SUL,3,PAN,12,1853,3,3,1,6,3,19,19,22,Cold Safe
SULPAN,B,SUL,9,PAN,3,1877,3,4,1,15,21,2,3,24,Cold Safe
SULPAN,B,SUL,3,PAN,9,1841,3,5,1,0,0,9,7,7,Cold Safe
SULPAN,B,SUL,3,PAN,3,1817,3,6,1,0,0,0,3,3,Cold Safe
SULPAN,B,SUL,3,PAN,6,1829,3,7,1,2,1,6,4,5,Cold Safe
SULPAN,B,SUL,6,PAN,3,1865,3,8,1,15,11,3,4,15,Cold Safe
SULPAN,B,SUL,9,PAN,3,1880,3,2,5,22,29,7,4,33,Hot Para
SULPAN,B,SUL,3,PAN,12,1856,3,3,5,10,12,19,15,27,Hot Para
SULPAN,B,SUL,3,PAN,3,1820,3,4,5,6,3,8,5,8,Hot Para
SULPAN,B,SUL,3,PAN,9,1844,3,5,5,16,17,34,19,36,Hot Para
SULPAN,B,SUL,6,PAN,3,1868,3,6,5,28,36,3,4,40,Hot Para
SULPAN,B,SUL,12,PAN,3,1892,3,7,5,41,42,6,7,49,Hot Para
SULPAN,B,SUL,3,PAN,6,1832,3,8,5,27,38,6,7,45,Hot Para
SULPAN,B,SUL,3,PAN,9,1847,2,2,2,11,13,34,31,44,Hot Safe
SULPAN,B,SUL,9,PAN,3,1883,2,3,2,29,28,12,12,40,Hot Safe
SULPAN,B,SUL,3,PAN,6,1835,2,4,2,5,11,29,26,37,Hot Safe
SULPAN,B,SUL,6,PAN,3,1871,2,5,2,34,31,7,7,38,Hot Safe
SULPAN,B,SUL,3,PAN,12,1859,2,6,2,13,19,50,41,60,Hot Safe
SULPAN,B,SUL,3,PAN,3,1823,2,7,2,5,6,22,15,21,Hot Safe
SULPAN,B,SUL,12,PAN,3,1895,2,8,2,44,45,8,8,53,Hot Safe
SULPAN,C,SUL,6,PAN,3,1863,2,2,4,8,7,1,4,11,Cold Para
SULPAN,C,SUL,3,PAN,6,1827,2,3,4,0,0,4,1,1,Cold Para
SULPAN,C,SUL,3,PAN,3,1815,2,4,4,6,3,0,0,3,Cold Para
SULPAN,C,SUL,12,PAN,3,1887,2,5,4,13,7,0,0,7,Cold Para
SULPAN,C,SUL,9,PAN,3,1875,2,6,4,6,10,1,2,12,Cold Para
SULPAN,C,SUL,3,PAN,9,1839,2,7,4,0,1,2,1,2,Cold Para
SULPAN,C,SUL,3,PAN,12,1851,2,8,4,0,0,0,0,0,Cold Para
SULPAN,C,SUL,3,PAN,9,1842,2,2,7,3,2,2,2,4,Cold Safe
SULPAN,C,SUL,9,PAN,3,1878,2,3,7,16,11,1,1,12,Cold Safe
SULPAN,C,SUL,3,PAN,6,1830,2,4,7,4,1,0,0,1,Cold Safe
SULPAN,C,SUL,3,PAN,3,1818,2,5,7,3,1,0,1,2,Cold Safe
SULPAN,C,SUL,6,PAN,3,1866,2,6,7,1,3,1,0,3,Cold Safe
SULPAN,C,SUL,3,PAN,12,1854,2,7,7,4,2,3,4,6,Cold Safe
SULPAN,C,SUL,12,PAN,3,1890,2,8,7,7,0,0,0,0,Cold Safe
SULPAN,C,SUL,3,PAN,6,1833,2,2,6,16,15,18,27,42,Hot Safe
SULPAN,C,SUL,3,PAN,9,1845,2,3,6,10,12,40,35,47,Hot Safe
SULPAN,C,SUL,9,PAN,3,1881,2,4,6,8,17,15,15,32,Hot Safe
SULPAN,C,SUL,6,PAN,3,1869,2,5,6,15,18,21,19,37,Hot Safe
SULPAN,C,SUL,3,PAN,12,1857,2,6,6,14,22,51,43,65,Hot Safe
SULPAN,C,SUL,12,PAN,3,1893,2,7,6,31,42,6,5,47,Hot Safe
SULPAN,C,SUL,3,PAN,3,1821,2,8,6,17,22,18,23,45,Hot Safe
SULPAN,C,SUL,3,PAN,3,1824,3,2,7,8,4,6,6,10,Hot Para
SULPAN,C,SUL,9,PAN,3,1884,3,3,7,24,31,2,1,32,Hot Para
SULPAN,C,SUL,3,PAN,12,1860,3,4,7,10,11,18,22,33,Hot Para
SULPAN,C,SUL,3,PAN,9,1848,3,5,7,10,12,27,24,36,Hot Para
SULPAN,C,SUL,6,PAN,3,1872,3,6,7,15,30,6,6,36,Hot Para
SULPAN,C,SUL,3,PAN,6,1836,3,7,7,13,21,24,25,46,Hot Para
SULPAN,C,SUL,12,PAN,3,1896,3,8,7,14,42,9,5,47,Hot Para
SULPSA,A,SUL,6,PSA,3,1945,2,2,5,0,2,0,0,2,Cold Para
SULPSA,A,SUL,9,PSA,3,1957,2,3,5,1,6,0,0,6,Cold Para
SULPSA,A,SUL,3,PSA,3,1897,2,4,5,0,0,1,0,0,Cold Para
SULPSA,A,SUL,12,PSA,3,1969,2,5,5,1,2,0,1,3,Cold Para
SULPSA,A,SUL,3,PSA,12,1933,2,6,5,1,1,1,1,2,Cold Para
SULPSA,A,SUL,3,PSA,6,1909,2,7,5,0,1,0,0,1,Cold Para
SULPSA,A,SUL,3,PSA,9,1921,2,8,5,0,2,11,5,7,Cold Para
SULPSA,A,SUL,3,PSA,6,1912,3,2,1,5,5,0,2,7,Cold Safe
SULPSA,A,SUL,9,PSA,3,1960,3,3,1,4,7,0,4,11,Cold Safe
SULPSA,A,SUL,12,PSA,3,1972,3,4,1,6,9,3,2,11,Cold Safe
SULPSA,A,SUL,3,PSA,3,1900,3,5,1,1,2,0,1,3,Cold Safe
SULPSA,A,SUL,3,PSA,9,1924,3,6,1,0,1,1,2,3,Cold Safe
SULPSA,A,SUL,3,PSA,12,1936,3,7,1,2,5,3,0,5,Cold Safe
SULPSA,A,SUL,6,PSA,3,1948,3,8,1,20,21,0,0,21,Cold Safe
SULPSA,A,SUL,3,PSA,3,1903,3,2,3,0,3,1,0,3,Hot Para
SULPSA,A,SUL,3,PSA,12,1939,3,3,3,0,1,12,7,8,Hot Para
SULPSA,A,SUL,3,PSA,9,1927,3,4,3,7,5,26,16,21,Hot Para
SULPSA,A,SUL,12,PSA,3,1975,3,5,3,10,8,1,1,9,Hot Para
SULPSA,A,SUL,6,PSA,3,1951,3,6,3,4,7,1,2,9,Hot Para
SULPSA,A,SUL,9,PSA,3,1963,3,7,3,4,9,2,3,12,Hot Para
SULPSA,A,SUL,3,PSA,6,1915,3,8,3,4,4,11,10,14,Hot Para
SULPSA,A,SUL,3,PSA,6,1918,3,2,8,19,25,5,6,31,Hot Safe
SULPSA,A,SUL,3,PSA,3,1906,3,3,8,14,13,6,5,18,Hot Safe
SULPSA,A,SUL,3,PSA,12,1942,3,4,8,7,2,7,8,10,Hot Safe
SULPSA,A,SUL,12,PSA,3,1978,3,5,8,38,53,1,0,53,Hot Safe
SULPSA,A,SUL,9,PSA,3,1966,3,6,8,30,43,2,1,44,Hot Safe
SULPSA,A,SUL,3,PSA,9,1930,3,7,8,7,14,16,12,26,Hot Safe
SULPSA,A,SUL,6,PSA,3,1954,3,8,8,41,27,1,4,31,Hot Safe
SULPSA,B,SUL,3,PSA,6,1910,3,2,6,2,3,8,10,13,Cold Para
SULPSA,B,SUL,6,PSA,3,1946,3,3,6,1,2,3,3,5,Cold Para
SULPSA,B,SUL,3,PSA,3,1898,3,4,6,5,4,15,14,18,Cold Para
SULPSA,B,SUL,3,PSA,12,1934,3,5,6,11,6,10,13,19,Cold Para
SULPSA,B,SUL,12,PSA,3,1970,3,6,6,16,21,8,4,25,Cold Para
SULPSA,B,SUL,3,PSA,9,1922,3,7,6,3,8,27,14,22,Cold Para
SULPSA,B,SUL,9,PSA,3,1958,3,8,6,7,8,20,16,24,Cold Para
SULPSA,B,SUL,3,PSA,3,1901,2,2,8,11,5,2,1,6,Cold Safe
SULPSA,B,SUL,12,PSA,3,1973,2,3,8,25,24,1,4,28,Cold Safe
SULPSA,B,SUL,3,PSA,9,1925,2,4,8,9,15,3,2,17,Cold Safe
SULPSA,B,SUL,9,PSA,3,1961,2,5,8,16,11,0,1,12,Cold Safe
SULPSA,B,SUL,3,PSA,6,1913,2,6,8,6,5,2,1,6,Cold Safe
SULPSA,B,SUL,3,PSA,12,1937,2,7,8,7,7,12,14,21,Cold Safe
SULPSA,B,SUL,6,PSA,3,1949,2,8,8,26,10,2,1,11,Cold Safe
SULPSA,B,SUL,3,PSA,3,1904,2,2,6,0,0,0,1,1,Hot Para
SULPSA,B,SUL,12,PSA,3,1976,2,3,6,24,18,9,16,34,Hot Para
SULPSA,B,SUL,3,PSA,9,1928,2,4,6,4,7,38,64,71,Hot Para
SULPSA,B,SUL,3,PSA,6,1916,2,5,6,3,2,29,37,39,Hot Para
SULPSA,B,SUL,9,PSA,3,1964,2,6,6,20,21,4,8,29,Hot Para
SULPSA,B,SUL,6,PSA,3,1952,2,7,6,31,24,10,9,33,Hot Para
SULPSA,B,SUL,3,PSA,12,1940,2,8,6,17,19,36,41,60,Hot Para
SULPSA,B,SUL,3,PSA,6,1919,2,2,5,3,1,17,21,22,Hot Safe
SULPSA,B,SUL,3,PSA,9,1931,2,3,5,22,30,15,18,48,Hot Safe
SULPSA,B,SUL,6,PSA,3,1955,2,4,5,18,18,1,2,20,Hot Safe
SULPSA,B,SUL,9,PSA,3,1967,2,5,5,50,50,4,5,55,Hot Safe
SULPSA,B,SUL,3,PSA,12,1943,2,6,5,7,9,30,36,45,Hot Safe
SULPSA,B,SUL,12,PSA,3,1979,2,7,5,30,23,8,7,30,Hot Safe
SULPSA,B,SUL,3,PSA,3,1907,2,8,5,18,17,10,12,29,Hot Safe
SULPSA,C,SUL,3,PSA,3,1899,2,2,7,5,3,2,3,6,Cold Para
SULPSA,C,SUL,9,PSA,3,1959,2,3,7,35,30,0,1,31,Cold Para
SULPSA,C,SUL,3,PSA,9,1923,2,4,7,5,4,8,3,7,Cold Para
SULPSA,C,SUL,12,PSA,3,1971,2,5,7,24,19,1,0,19,Cold Para
SULPSA,C,SUL,3,PSA,12,1935,2,6,7,4,4,4,1,5,Cold Para
SULPSA,C,SUL,3,PSA,6,1911,2,7,7,2,0,5,4,4,Cold Para
SULPSA,C,SUL,6,PSA,3,1947,2,8,7,4,6,1,1,7,Cold Para
SULPSA,C,SUL,3,PSA,12,1938,2,2,6,1,0,2,5,5,Cold Safe
SULPSA,C,SUL,9,PSA,3,1962,2,3,6,21,15,0,0,15,Cold Safe
SULPSA,C,SUL,3,PSA,9,1926,2,4,6,2,2,9,5,7,Cold Safe
SULPSA,C,SUL,3,PSA,6,1914,2,5,6,14,6,0,1,7,Cold Safe
SULPSA,C,SUL,3,PSA,3,1902,2,6,6,0,0,0,3,3,Cold Safe
SULPSA,C,SUL,12,PSA,3,1974,2,7,6,3,1,0,0,1,Cold Safe
SULPSA,C,SUL,6,PSA,3,1950,2,8,6,7,6,3,3,9,Cold Safe
SULPSA,C,SUL,3,PSA,6,1917,3,2,7,16,20,15,20,40,Hot Safe
SULPSA,C,SUL,3,PSA,12,1941,3,3,7,18,16,25,25,41,Hot Safe
SULPSA,C,SUL,3,PSA,9,1929,3,4,7,25,25,21,20,45,Hot Safe
SULPSA,C,SUL,9,PSA,3,1965,3,5,7,35,58,2,2,60,Hot Safe
SULPSA,C,SUL,12,PSA,3,1977,3,6,7,21,13,0,0,13,Hot Safe
SULPSA,C,SUL,3,PSA,3,1905,3,7,7,21,17,2,5,22,Hot Safe
SULPSA,C,SUL,6,PSA,3,1953,3,8,7,32,29,1,2,31,Hot Safe
SULPSA,C,SUL,3,PSA,12,1944,2,2,4,32,20,23,24,44,Hot Safe
SULPSA,C,SUL,9,PSA,3,1968,2,3,4,37,48,1,1,49,Hot Safe
SULPSA,C,SUL,6,PSA,3,1956,2,4,4,35,30,3,4,34,Hot Safe
SULPSA,C,SUL,3,PSA,3,1908,2,5,4,26,22,6,6,28,Hot Safe
SULPSA,C,SUL,3,PSA,6,1920,2,6,4,34,30,6,6,36,Hot Safe
SULPSA,C,SUL,3,PSA,9,1932,2,7,4,11,16,23,18,34,Hot Safe
SULPSA,C,SUL,12,PSA,3,1980,2,8,4,35,30,4,4,34,Hot Safe
