tubeID,BIR_Nt,PAL_Nt,PAN_Nt,PSA_Nt,SIM_Nt,SUL_Nt,Type,BIR_0,PAL_0,PAN_0,PSA_0,SIM_0,SUL_0,FocalSpecies,OtherSp,Parasitism,ObsCount_Pairs,i,j,FocalSpeciesStartDens,OtherSpeciesStartDens
1644,0,0,0,0,23.5,0,Sp1,0,0,0,0,3,9,SIM,SUL,Para,23.5,5,6,3,9
1644,0,0,0,0,0,32,Sp2,0,0,0,0,3,9,SUL,SIM,Para,32,6,5,9,3
1651,0,0,0,0,11,0,Sp1,0,0,0,0,3,12,SIM,SUL,Para,11,5,6,3,12
1651,0,0,0,0,0,5,Sp2,0,0,0,0,3,12,SUL,SIM,Para,5,6,5,12,3
1652,0,0,0,0,5.5,0,Sp1,0,0,0,0,3,12,SIM,SUL,Para,5.5,5,6,3,12
1652,0,0,0,0,0,17.5,Sp2,0,0,0,0,3,12,SUL,SIM,Para,17.5,6,5,12,3
1656,0,0,0,0,8,0,Sp1,0,0,0,0,3,12,SIM,SUL,Para,8,5,6,3,12
1656,0,0,0,0,0,41,Sp2,0,0,0,0,3,12,SUL,SIM,Para,41,6,5,12,3
1663,0,0,0,0,14.5,0,Sp1,0,0,0,0,6,3,SIM,SUL,Para,14.5,5,6,6,3
1663,0,0,0,0,0,2.5,Sp2,0,0,0,0,6,3,SUL,SIM,Para,2.5,6,5,3,6
1664,0,0,0,0,15,0,Sp1,0,0,0,0,6,3,SIM,SUL,Para,15,5,6,6,3
1664,0,0,0,0,0,16.5,Sp2,0,0,0,0,6,3,SUL,SIM,Para,16.5,6,5,3,6
1668,0,0,0,0,31,0,Sp1,0,0,0,0,6,3,SIM,SUL,Para,31,5,6,6,3
1668,0,0,0,0,0,4.5,Sp2,0,0,0,0,6,3,SUL,SIM,Para,4.5,6,5,3,6
1675,0,0,0,0,26,0,Sp1,0,0,0,0,9,3,SIM,SUL,Para,26,5,6,9,3
1675,0,0,0,0,0,7,Sp2,0,0,0,0,9,3,SUL,SIM,Para,7,6,5,3,9
1676,0,0,0,0,27,0,Sp1,0,0,0,0,9,3,SIM,SUL,Para,27,5,6,9,3
1676,0,0,0,0,0,11.5,Sp2,0,0,0,0,9,3,SUL,SIM,Para,11.5,6,5,3,9
1680,0,0,0,0,47,0,Sp1,0,0,0,0,9,3,SIM,SUL,Para,47,5,6,9,3
1680,0,0,0,0,0,13.5,Sp2,0,0,0,0,9,3,SUL,SIM,Para,13.5,6,5,3,9
1687,0,0,0,0,11,0,Sp1,0,0,0,0,12,3,SIM,SUL,Para,11,5,6,12,3
1687,0,0,0,0,0,0,Sp2,0,0,0,0,12,3,SUL,SIM,Para,0,6,5,3,12
1688,0,0,0,0,35.5,0,Sp1,0,0,0,0,12,3,SIM,SUL,Para,35.5,5,6,12,3
1688,0,0,0,0,0,21.5,Sp2,0,0,0,0,12,3,SUL,SIM,Para,21.5,6,5,3,12
1692,0,0,0,0,55.5,0,Sp1,0,0,0,0,12,3,SIM,SUL,Para,55.5,5,6,12,3
1692,0,0,0,0,0,18,Sp2,0,0,0,0,12,3,SUL,SIM,Para,18,6,5,3,12
1819,0,0,0,0,0,3,Sp1,0,0,3,0,0,3,SUL,PAN,Para,3,6,3,3,3
1819,0,0,5,0,0,0,Sp2,0,0,3,0,0,3,PAN,SUL,Para,5,3,6,3,3
1820,0,0,0,0,0,4.5,Sp1,0,0,3,0,0,3,SUL,PAN,Para,4.5,6,3,3,3
1820,0,0,6.5,0,0,0,Sp2,0,0,3,0,0,3,PAN,SUL,Para,6.5,3,6,3,3
1824,0,0,0,0,0,6,Sp1,0,0,3,0,0,3,SUL,PAN,Para,6,6,3,3,3
1824,0,0,6,0,0,0,Sp2,0,0,3,0,0,3,PAN,SUL,Para,6,3,6,3,3
1831,0,0,0,0,0,2.5,Sp1,0,0,6,0,0,3,SUL,PAN,Para,2.5,6,3,3,6
1831,0,0,9.5,0,0,0,Sp2,0,0,6,0,0,3,PAN,SUL,Para,9.5,3,6,6,3
1832,0,0,0,0,0,32.5,Sp1,0,0,6,0,0,3,SUL,PAN,Para,32.5,6,3,3,6
1832,0,0,6.5,0,0,0,Sp2,0,0,6,0,0,3,PAN,SUL,Para,6.5,3,6,6,3
1836,0,0,0,0,0,17,Sp1,0,0,6,0,0,3,SUL,PAN,Para,17,6,3,3,6
1836,0,0,24.5,0,0,0,Sp2,0,0,6,0,0,3,PAN,SUL,Para,24.5,3,6,6,3
1843,0,0,0,0,0,3.5,Sp1,0,0,9,0,0,3,SUL,PAN,Para,3.5,6,3,3,9
1843,0,0,9,0,0,0,Sp2,0,0,9,0,0,3,PAN,SUL,Para,9,3,6,9,3
1844,0,0,0,0,0,16.5,Sp1,0,0,9,0,0,3,SUL,PAN,Para,16.5,6,3,3,9
1844,0,0,26.5,0,0,0,Sp2,0,0,9,0,0,3,PAN,SUL,Para,26.5,3,6,9,3
1848,0,0,0,0,0,11,Sp1,0,0,9,0,0,3,SUL,PAN,Para,11,6,3,3,9
1848,0,0,25.5,0,0,0,Sp2,0,0,9,0,0,3,PAN,SUL,Para,25.5,3,6,9,3
1855,0,0,0,0,0,5.5,Sp1,0,0,12,0,0,3,SUL,PAN,Para,5.5,6,3,3,12
1855,0,0,16,0,0,0,Sp2,0,0,12,0,0,3,PAN,SUL,Para,16,3,6,12,3
1856,0,0,0,0,0,11,Sp1,0,0,12,0,0,3,SUL,PAN,Para,11,6,3,3,12
1856,0,0,17,0,0,0,Sp2,0,0,12,0,0,3,PAN,SUL,Para,17,3,6,12,3
1860,0,0,0,0,0,10.5,Sp1,0,0,12,0,0,3,SUL,PAN,Para,10.5,6,3,3,12
1860,0,0,20,0,0,0,Sp2,0,0,12,0,0,3,PAN,SUL,Para,20,3,6,12,3
1867,0,0,0,0,0,7.5,Sp1,0,0,3,0,0,6,SUL,PAN,Para,7.5,6,3,6,3
1867,0,0,9.5,0,0,0,Sp2,0,0,3,0,0,6,PAN,SUL,Para,9.5,3,6,3,6
1868,0,0,0,0,0,32,Sp1,0,0,3,0,0,6,SUL,PAN,Para,32,6,3,6,3
1868,0,0,3.5,0,0,0,Sp2,0,0,3,0,0,6,PAN,SUL,Para,3.5,3,6,3,6
1872,0,0,0,0,0,22.5,Sp1,0,0,3,0,0,6,SUL,PAN,Para,22.5,6,3,6,3
1872,0,0,6,0,0,0,Sp2,0,0,3,0,0,6,PAN,SUL,Para,6,3,6,3,6
1879,0,0,0,0,0,3.5,Sp1,0,0,3,0,0,9,SUL,PAN,Para,3.5,6,3,9,3
1879,0,0,7,0,0,0,Sp2,0,0,3,0,0,9,PAN,SUL,Para,7,3,6,3,9
1880,0,0,0,0,0,25.5,Sp1,0,0,3,0,0,9,SUL,PAN,Para,25.5,6,3,9,3
1880,0,0,5.5,0,0,0,Sp2,0,0,3,0,0,9,PAN,SUL,Para,5.5,3,6,3,9
1884,0,0,0,0,0,27.5,Sp1,0,0,3,0,0,9,SUL,PAN,Para,27.5,6,3,9,3
1884,0,0,1.5,0,0,0,Sp2,0,0,3,0,0,9,PAN,SUL,Para,1.5,3,6,3,9
1891,0,0,0,0,0,14.5,Sp1,0,0,3,0,0,12,SUL,PAN,Para,14.5,6,3,12,3
1891,0,0,3,0,0,0,Sp2,0,0,3,0,0,12,PAN,SUL,Para,3,3,6,3,12
1892,0,0,0,0,0,41.5,Sp1,0,0,3,0,0,12,SUL,PAN,Para,41.5,6,3,12,3
1892,0,0,6.5,0,0,0,Sp2,0,0,3,0,0,12,PAN,SUL,Para,6.5,3,6,3,12
1896,0,0,0,0,0,28,Sp1,0,0,3,0,0,12,SUL,PAN,Para,28,6,3,12,3
1896,0,0,7,0,0,0,Sp2,0,0,3,0,0,12,PAN,SUL,Para,7,3,6,3,12
1903,0,0,0,0,0,1.5,Sp1,0,0,0,3,0,3,SUL,PSA,Para,1.5,6,4,3,3
1903,0,0,0,0.5,0,0,Sp2,0,0,0,3,0,3,PSA,SUL,Para,0.5,4,6,3,3
1904,0,0,0,0,0,0,Sp1,0,0,0,3,0,3,SUL,PSA,Para,0,6,4,3,3
1904,0,0,0,0.5,0,0,Sp2,0,0,0,3,0,3,PSA,SUL,Para,0.5,4,6,3,3
1915,0,0,0,0,0,4,Sp1,0,0,0,6,0,3,SUL,PSA,Para,4,6,4,3,6
1915,0,0,0,10.5,0,0,Sp2,0,0,0,6,0,3,PSA,SUL,Para,10.5,4,6,6,3
1916,0,0,0,0,0,2.5,Sp1,0,0,0,6,0,3,SUL,PSA,Para,2.5,6,4,3,6
1916,0,0,0,33,0,0,Sp2,0,0,0,6,0,3,PSA,SUL,Para,33,4,6,6,3
1927,0,0,0,0,0,6,Sp1,0,0,0,9,0,3,SUL,PSA,Para,6,6,4,3,9
1927,0,0,0,21,0,0,Sp2,0,0,0,9,0,3,PSA,SUL,Para,21,4,6,9,3
1928,0,0,0,0,0,5.5,Sp1,0,0,0,9,0,3,SUL,PSA,Para,5.5,6,4,3,9
1928,0,0,0,51,0,0,Sp2,0,0,0,9,0,3,PSA,SUL,Para,51,4,6,9,3
1939,0,0,0,0,0,0.5,Sp1,0,0,0,12,0,3,SUL,PSA,Para,0.5,6,4,3,12
1939,0,0,0,9.5,0,0,Sp2,0,0,0,12,0,3,PSA,SUL,Para,9.5,4,6,12,3
1940,0,0,0,0,0,18,Sp1,0,0,0,12,0,3,SUL,PSA,Para,18,6,4,3,12
1940,0,0,0,38.5,0,0,Sp2,0,0,0,12,0,3,PSA,SUL,Para,38.5,4,6,12,3
1951,0,0,0,0,0,5.5,Sp1,0,0,0,3,0,6,SUL,PSA,Para,5.5,6,4,6,3
1951,0,0,0,1.5,0,0,Sp2,0,0,0,3,0,6,PSA,SUL,Para,1.5,4,6,3,6
1952,0,0,0,0,0,27.5,Sp1,0,0,0,3,0,6,SUL,PSA,Para,27.5,6,4,6,3
1952,0,0,0,9.5,0,0,Sp2,0,0,0,3,0,6,PSA,SUL,Para,9.5,4,6,3,6
1963,0,0,0,0,0,6.5,Sp1,0,0,0,3,0,9,SUL,PSA,Para,6.5,6,4,9,3
1963,0,0,0,2.5,0,0,Sp2,0,0,0,3,0,9,PSA,SUL,Para,2.5,4,6,3,9
1964,0,0,0,0,0,20.5,Sp1,0,0,0,3,0,9,SUL,PSA,Para,20.5,6,4,9,3
1964,0,0,0,6,0,0,Sp2,0,0,0,3,0,9,PSA,SUL,Para,6,4,6,3,9
1975,0,0,0,0,0,9,Sp1,0,0,0,3,0,12,SUL,PSA,Para,9,6,4,12,3
1975,0,0,0,1,0,0,Sp2,0,0,0,3,0,12,PSA,SUL,Para,1,4,6,3,12
1976,0,0,0,0,0,21,Sp1,0,0,0,3,0,12,SUL,PSA,Para,21,6,4,12,3
1976,0,0,0,12.5,0,0,Sp2,0,0,0,3,0,12,PSA,SUL,Para,12.5,4,6,3,12
1105,NA,NA,16.5,NA,NA,NA,Intra,0,0,15,0,0,0,PAN,NA,Para,16.5,3,7,15,NA
1108,NA,NA,25.5,NA,NA,NA,Intra,0,0,15,0,0,0,PAN,NA,Para,25.5,3,7,15,NA
1084,NA,NA,6.5,NA,NA,NA,Intra,0,0,9,0,0,0,PAN,NA,Para,6.5,3,7,9,NA
1057,NA,NA,2.5,NA,NA,NA,Intra,0,0,3,0,0,0,PAN,NA,Para,2.5,3,7,3,NA
1081,NA,NA,8,NA,NA,NA,Intra,0,0,9,0,0,0,PAN,NA,Para,8,3,7,9,NA
1060,NA,NA,0.5,NA,NA,NA,Intra,0,0,3,0,0,0,PAN,NA,Para,0.5,3,7,3,NA
568,NA,29,NA,NA,NA,NA,Intra,0,15,0,0,0,0,PAL,NA,Para,29,2,7,15,NA
565,NA,28,NA,NA,NA,NA,Intra,0,15,0,0,0,0,PAL,NA,Para,28,2,7,15,NA
520,NA,0.5,NA,NA,NA,NA,Intra,0,3,0,0,0,0,PAL,NA,Para,0.5,2,7,3,NA
541,NA,18,NA,NA,NA,NA,Intra,0,9,0,0,0,0,PAL,NA,Para,18,2,7,9,NA
544,NA,15.5,NA,NA,NA,NA,Intra,0,9,0,0,0,0,PAL,NA,Para,15.5,2,7,9,NA
517,NA,0.5,NA,NA,NA,NA,Intra,0,3,0,0,0,0,PAL,NA,Para,0.5,2,7,3,NA
1804,NA,NA,NA,NA,NA,1.5,Intra,0,0,0,0,0,15,SUL,NA,Para,1.5,6,7,15,NA
1780,NA,NA,NA,NA,NA,9.5,Intra,0,0,0,0,0,9,SUL,NA,Para,9.5,6,7,9,NA
1429,NA,NA,NA,NA,36,NA,Intra,0,0,0,0,15,0,SIM,NA,Para,36,5,7,15,NA
1408,NA,NA,NA,NA,21,NA,Intra,0,0,0,0,9,0,SIM,NA,Para,21,5,7,9,NA
1432,NA,NA,NA,NA,39.5,NA,Intra,0,0,0,0,15,0,SIM,NA,Para,39.5,5,7,15,NA
1405,NA,NA,NA,NA,41.5,NA,Intra,0,0,0,0,9,0,SIM,NA,Para,41.5,5,7,9,NA
85,14,NA,NA,NA,NA,NA,Intra,9,0,0,0,0,0,BIR,NA,Para,14,1,7,9,NA
112,26,NA,NA,NA,NA,NA,Intra,15,0,0,0,0,0,BIR,NA,Para,26,1,7,15,NA
1756,NA,NA,NA,NA,NA,10.5,Intra,0,0,0,0,0,3,SUL,NA,Para,10.5,6,7,3,NA
1753,NA,NA,NA,NA,NA,2.5,Intra,0,0,0,0,0,3,SUL,NA,Para,2.5,6,7,3,NA
1777,NA,NA,NA,NA,NA,31,Intra,0,0,0,0,0,9,SUL,NA,Para,31,6,7,9,NA
1801,NA,NA,NA,NA,NA,20.5,Intra,0,0,0,0,0,15,SUL,NA,Para,20.5,6,7,15,NA
1384,NA,NA,NA,NA,9.5,NA,Intra,0,0,0,0,3,0,SIM,NA,Para,9.5,5,7,3,NA
1381,NA,NA,NA,NA,7,NA,Intra,0,0,0,0,3,0,SIM,NA,Para,7,5,7,3,NA
1228,NA,NA,NA,13.5,NA,NA,Intra,0,0,0,15,0,0,PSA,NA,Para,13.5,4,7,15,NA
1201,NA,NA,NA,23.5,NA,NA,Intra,0,0,0,9,0,0,PSA,NA,Para,23.5,4,7,9,NA
1180,NA,NA,NA,6.5,NA,NA,Intra,0,0,0,3,0,0,PSA,NA,Para,6.5,4,7,3,NA
1204,NA,NA,NA,5,NA,NA,Intra,0,0,0,9,0,0,PSA,NA,Para,5,4,7,9,NA
1177,NA,NA,NA,0,NA,NA,Intra,0,0,0,3,0,0,PSA,NA,Para,0,4,7,3,NA
1225,NA,NA,NA,17,NA,NA,Intra,0,0,0,15,0,0,PSA,NA,Para,17,4,7,15,NA
109,11,NA,NA,NA,NA,NA,Intra,15,0,0,0,0,0,BIR,NA,Para,11,1,7,15,NA
61,2,NA,NA,NA,NA,NA,Intra,3,0,0,0,0,0,BIR,NA,Para,2,1,7,3,NA
64,2.5,NA,NA,NA,NA,NA,Intra,3,0,0,0,0,0,BIR,NA,Para,2.5,1,7,3,NA
88,7,NA,NA,NA,NA,NA,Intra,9,0,0,0,0,0,BIR,NA,Para,7,1,7,9,NA
89,29.5,NA,NA,NA,NA,NA,Intra,9,0,0,0,0,0,BIR,NA,Para,29.5,1,7,9,NA
113,9,NA,NA,NA,NA,NA,Intra,15,0,0,0,0,0,BIR,NA,Para,9,1,7,15,NA
110,40,NA,NA,NA,NA,NA,Intra,15,0,0,0,0,0,BIR,NA,Para,40,1,7,15,NA
1106,NA,NA,19,NA,NA,NA,Intra,0,0,15,0,0,0,PAN,NA,Para,19,3,7,15,NA
1061,NA,NA,0,NA,NA,NA,Intra,0,0,3,0,0,0,PAN,NA,Para,0,3,7,3,NA
1058,NA,NA,0,NA,NA,NA,Intra,0,0,3,0,0,0,PAN,NA,Para,0,3,7,3,NA
1082,NA,NA,5,NA,NA,NA,Intra,0,0,9,0,0,0,PAN,NA,Para,5,3,7,9,NA
1781,NA,NA,NA,NA,NA,2.5,Intra,0,0,0,0,0,9,SUL,NA,Para,2.5,6,7,9,NA
1757,NA,NA,NA,NA,NA,1,Intra,0,0,0,0,0,3,SUL,NA,Para,1,6,7,3,NA
1754,NA,NA,NA,NA,NA,0,Intra,0,0,0,0,0,3,SUL,NA,Para,0,6,7,3,NA
1778,NA,NA,NA,NA,NA,0.5,Intra,0,0,0,0,0,9,SUL,NA,Para,0.5,6,7,9,NA
62,17.5,NA,NA,NA,NA,NA,Intra,3,0,0,0,0,0,BIR,NA,Para,17.5,1,7,3,NA
65,14,NA,NA,NA,NA,NA,Intra,3,0,0,0,0,0,BIR,NA,Para,14,1,7,3,NA
86,41.5,NA,NA,NA,NA,NA,Intra,9,0,0,0,0,0,BIR,NA,Para,41.5,1,7,9,NA
1109,NA,NA,18.5,NA,NA,NA,Intra,0,0,15,0,0,0,PAN,NA,Para,18.5,3,7,15,NA
1085,NA,NA,15,NA,NA,NA,Intra,0,0,9,0,0,0,PAN,NA,Para,15,3,7,9,NA
1385,NA,NA,NA,NA,10,NA,Intra,0,0,0,0,3,0,SIM,NA,Para,10,5,7,3,NA
1430,NA,NA,NA,NA,35,NA,Intra,0,0,0,0,15,0,SIM,NA,Para,35,5,7,15,NA
1406,NA,NA,NA,NA,29.5,NA,Intra,0,0,0,0,9,0,SIM,NA,Para,29.5,5,7,9,NA
1382,NA,NA,NA,NA,17,NA,Intra,0,0,0,0,3,0,SIM,NA,Para,17,5,7,3,NA
1433,NA,NA,NA,NA,32,NA,Intra,0,0,0,0,15,0,SIM,NA,Para,32,5,7,15,NA
1409,NA,NA,NA,NA,35,NA,Intra,0,0,0,0,9,0,SIM,NA,Para,35,5,7,9,NA
1205,NA,NA,NA,19,NA,NA,Intra,0,0,0,9,0,0,PSA,NA,Para,19,4,7,9,NA
1202,NA,NA,NA,3.5,NA,NA,Intra,0,0,0,9,0,0,PSA,NA,Para,3.5,4,7,9,NA
1229,NA,NA,NA,18.5,NA,NA,Intra,0,0,0,15,0,0,PSA,NA,Para,18.5,4,7,15,NA
518,NA,3,NA,NA,NA,NA,Intra,0,3,0,0,0,0,PAL,NA,Para,3,2,7,3,NA
545,NA,24,NA,NA,NA,NA,Intra,0,9,0,0,0,0,PAL,NA,Para,24,2,7,9,NA
542,NA,27.5,NA,NA,NA,NA,Intra,0,9,0,0,0,0,PAL,NA,Para,27.5,2,7,9,NA
1805,NA,NA,NA,NA,NA,24.5,Intra,0,0,0,0,0,15,SUL,NA,Para,24.5,6,7,15,NA
1802,NA,NA,NA,NA,NA,14,Intra,0,0,0,0,0,15,SUL,NA,Para,14,6,7,15,NA
1178,NA,NA,NA,0,NA,NA,Intra,0,0,0,3,0,0,PSA,NA,Para,0,4,7,3,NA
1226,NA,NA,NA,27.5,NA,NA,Intra,0,0,0,15,0,0,PSA,NA,Para,27.5,4,7,15,NA
1181,NA,NA,NA,1.5,NA,NA,Intra,0,0,0,3,0,0,PSA,NA,Para,1.5,4,7,3,NA
569,NA,43,NA,NA,NA,NA,Intra,0,15,0,0,0,0,PAL,NA,Para,43,2,7,15,NA
566,NA,25,NA,NA,NA,NA,Intra,0,15,0,0,0,0,PAL,NA,Para,25,2,7,15,NA
521,NA,0,NA,NA,NA,NA,Intra,0,3,0,0,0,0,PAL,NA,Para,0,2,7,3,NA
1407,NA,NA,NA,NA,33,NA,Intra,0,0,0,0,9,0,SIM,NA,Para,33,5,7,9,NA
1434,NA,NA,NA,NA,36.5,NA,Intra,0,0,0,0,15,0,SIM,NA,Para,36.5,5,7,15,NA
1431,NA,NA,NA,NA,97.5,NA,Intra,0,0,0,0,15,0,SIM,NA,Para,97.5,5,7,15,NA
114,12.5,NA,NA,NA,NA,NA,Intra,15,0,0,0,0,0,BIR,NA,Para,12.5,1,7,15,NA
66,5,NA,NA,NA,NA,NA,Intra,3,0,0,0,0,0,BIR,NA,Para,5,1,7,3,NA
1179,NA,NA,NA,0,NA,NA,Intra,0,0,0,3,0,0,PSA,NA,Para,0,4,7,3,NA
1182,NA,NA,NA,5,NA,NA,Intra,0,0,0,3,0,0,PSA,NA,Para,5,4,7,3,NA
1203,NA,NA,NA,22.5,NA,NA,Intra,0,0,0,9,0,0,PSA,NA,Para,22.5,4,7,9,NA
1083,NA,NA,31.5,NA,NA,NA,Intra,0,0,9,0,0,0,PAN,NA,Para,31.5,3,7,9,NA
1107,NA,NA,44,NA,NA,NA,Intra,0,0,15,0,0,0,PAN,NA,Para,44,3,7,15,NA
1059,NA,NA,8,NA,NA,NA,Intra,0,0,3,0,0,0,PAN,NA,Para,8,3,7,3,NA
1803,NA,NA,NA,NA,NA,30.5,Intra,0,0,0,0,0,15,SUL,NA,Para,30.5,6,7,15,NA
1758,NA,NA,NA,NA,NA,14,Intra,0,0,0,0,0,3,SUL,NA,Para,14,6,7,3,NA
1806,NA,NA,NA,NA,NA,9,Intra,0,0,0,0,0,15,SUL,NA,Para,9,6,7,15,NA
1755,NA,NA,NA,NA,NA,0,Intra,0,0,0,0,0,3,SUL,NA,Para,0,6,7,3,NA
522,NA,5,NA,NA,NA,NA,Intra,0,3,0,0,0,0,PAL,NA,Para,5,2,7,3,NA
519,NA,7.5,NA,NA,NA,NA,Intra,0,3,0,0,0,0,PAL,NA,Para,7.5,2,7,3,NA
543,NA,19,NA,NA,NA,NA,Intra,0,9,0,0,0,0,PAL,NA,Para,19,2,7,9,NA
1209,NA,NA,NA,29.5,NA,NA,Intra,0,0,0,9,0,0,PSA,NA,Para,29.5,4,7,9,NA
1236,NA,NA,NA,44.5,NA,NA,Intra,0,0,0,15,0,0,PSA,NA,Para,44.5,4,7,15,NA
1809,NA,NA,NA,NA,NA,35,Intra,0,0,0,0,0,15,SUL,NA,Para,35,6,7,15,NA
1761,NA,NA,NA,NA,NA,5.5,Intra,0,0,0,0,0,3,SUL,NA,Para,5.5,6,7,3,NA
1812,NA,NA,NA,NA,NA,21,Intra,0,0,0,0,0,15,SUL,NA,Para,21,6,7,15,NA
1764,NA,NA,NA,NA,NA,10,Intra,0,0,0,0,0,3,SUL,NA,Para,10,6,7,3,NA
1089,NA,NA,17.5,NA,NA,NA,Intra,0,0,9,0,0,0,PAN,NA,Para,17.5,3,7,9,NA
1092,NA,NA,24.5,NA,NA,NA,Intra,0,0,9,0,0,0,PAN,NA,Para,24.5,3,7,9,NA
120,23,NA,NA,NA,NA,NA,Intra,15,0,0,0,0,0,BIR,NA,Para,23,1,7,15,NA
96,12,NA,NA,NA,NA,NA,Intra,9,0,0,0,0,0,BIR,NA,Para,12,1,7,9,NA
117,25.5,NA,NA,NA,NA,NA,Intra,15,0,0,0,0,0,BIR,NA,Para,25.5,1,7,15,NA
1413,NA,NA,NA,NA,56.5,NA,Intra,0,0,0,0,9,0,SIM,NA,Para,56.5,5,7,9,NA
528,NA,20.5,NA,NA,NA,NA,Intra,0,3,0,0,0,0,PAL,NA,Para,20.5,2,7,3,NA
576,NA,43.5,NA,NA,NA,NA,Intra,0,15,0,0,0,0,PAL,NA,Para,43.5,2,7,15,NA
549,NA,39,NA,NA,NA,NA,Intra,0,9,0,0,0,0,PAL,NA,Para,39,2,7,9,NA
